Study Hours per Week,Attendance Rate,Previous Grades,Passed
7.3,62.7,71,nan
11.3,69.5,57.4,Yes
13.1,75,62.4,Yes
6.4,74.1,69.7,No
,57.7,64.6,No
13.4,90.2,65.8,Yes
8.9,96.8,86.2,Yes
6.5,93.3,45.9,Yes
10.5,89.1,60,Yes
3.9,24.9,87.6,Yes
18.9,55,69,nan
12.2,45.2,52.4,Yes
9.6,39.5,69.6,Yes
15.2,97.9,69.7,No
6.4,108.9,79.4,Yes
4.2,75.2,77.2,Yes
9.3,84.4,54.9,Yes
,67.8,66.8,Yes
12.7,98.4,73.6,No
2.6,80.6,53.2,No
7.7,64.6,65.8,Yes
-5.4,86.2,40,Yes
4.1,71.4,67.4,nan
13.6,78.9,68,No
14.8,88.9,58.5,No
4.3,150.2,77.9,No
8.4,110.7,80.4,No
10.1,78,50.6,Yes
15.4,56.2,81.4,No
17.6,29.9,65.9,Yes
10.8,100.7,53.2,No
8.7,97.4,84.1,Yes
2.8,62.4,66.5,No
10.5,73.2,49.7,Yes
20.4,79.2,55,No
,86.9,66.6,Yes
10.9,108.1,71.6,Yes
11.5,48.9,80.7,Yes
6.6,88.5,71,nan
8.2,79.4,47.1,No
10.7,64.8,56.4,Yes
10.8,91.1,98.6,No
15.1,72.8,94,No
14.8,73.4,,No
12.6,81.3,76.3,Yes
5,65.8,71.6,No
5.2,88.1,,Yes
5.6,67.1,75.3,No
11.2,108.8,68.1,No
-0.1,79.6,85.1,No
10,,71.4,Yes
17,81.2,59.2,No
13.3,94.8,76.6,No
8.2,43.5,76.1,No
6.5,100.3,58.3,Yes
14,81.8,84.2,nan
11.5,74.4,74.2,Yes
8.8,61.3,64.6,Yes
,81.9,71.3,No
10.4,57.3,82.8,No
8.5,35.2,66.9,No
13.9,,60.8,Yes
16.2,69.5,52.3,No
3.2,87.3,31.4,No
3.9,70.6,55.8,No
16.7,52.1,57.2,No
10.8,61.8,92.8,Yes
4.3,75.4,40.9,No
14.9,87.9,61.5,No
11.7,91.3,43,No
21,47.8,57.5,Yes
8.8,76,,No
15.5,90.5,37.7,Yes
2.8,57.5,60.9,No
17,111,40,Yes
14.7,65.1,69.9,Yes
18,95.4,79.7,No
15.6,88.8,40.1,No
9.5,61.2,78.6,No
4.1,,85.2,No
7,102.3,79.9,Yes
,64.3,69.7,Yes
5.4,78.5,44.4,No
12.1,,90.4,No
9.8,,61.2,No
8.9,66.9,57.1,No
6,85.5,77.4,Yes
1.1,,61.9,Yes
10.9,81.4,53,Yes
11.9,68,59.6,Yes
5,22.2,63,No
7.3,76.8,85.5,No
17.7,100.2,68.2,Yes
15.8,53.1,82.1,No
2.6,62.1,57.9,Yes
9.6,101.5,51.4,No
17.3,86.1,80.6,No
8.9,68.4,61.1,No
8.7,80.9,63.2,No
15.5,62.5,80.5,nan
14.9,124.4,52.1,Yes
14.7,92.7,70.5,Yes
8.7,109.2,62.9,Yes
13.3,,70.7,nan
17.5,49.5,75.8,No
9.8,85.1,95.4,Yes
8,100.1,38.6,Yes
16.2,100.9,56.6,No
20.2,41.2,66.9,No
20.6,79.2,62.5,Yes
8.1,43,56.7,No
8.6,63.3,37.2,Yes
4.9,86.7,55.5,Yes
10.6,101.6,69.7,No
4.6,79.4,78.1,Yes
7.4,52,63.3,No
13.5,87,70.4,Yes
11.9,58,65,No
0.9,69.2,70.9,Yes
,76.8,46.3,Yes
4.6,61.6,73.1,No
5.2,87.7,56.5,No
3.8,90,57.3,No
6.7,95.6,63.8,Yes
5.5,103.5,62.2,nan
,72.1,55.8,No
-2.3,50.5,81.6,Yes
10.6,52.4,68.9,Yes
11.2,109.7,56.6,No
21.2,107.3,58.2,No
12.4,101.8,65.4,Yes
7.5,63.3,59.2,nan
4,108.8,52.2,Yes
9.5,71.6,66,Yes
12.2,81.9,64.5,No
7.5,91.5,62.8,Yes
10.3,100.2,85.6,Yes
19.5,85.8,64.6,Yes
8.1,102.5,51.2,No
0.6,75.3,71.7,Yes
14.4,70.9,46.5,Yes
11.6,68.6,84.9,Yes
1.5,,61.6,Yes
12.1,19,54.2,Yes
5,95.8,,No
12.2,70.3,70.8,Yes
19.5,89.9,32.1,Yes
,87,63.2,No
15.4,78.2,71.4,Yes
3.9,93.9,84.3,Yes
2.4,96.4,43.5,Yes
20.1,56,35.1,No
11.5,105.7,61.3,Yes
13.2,92.3,71,Yes
15.8,57.5,55.5,No
7.4,62,64.5,No
14.1,50.1,,No
13.4,87.6,76.6,Yes
3.5,71.5,77.6,No
17.6,25.1,49.2,No
16.5,63.9,54.5,Yes
3.6,67.4,42.8,No
11,77.1,,Yes
8.8,44.2,53.5,nan
17.1,77.3,60.3,Yes
2.9,105,56.5,Yes
28,78.7,80.2,No
9.1,86.8,50.9,Yes
13.7,106.3,87.7,Yes
16.9,73.1,42.9,nan
9,72.5,38.8,No
9.4,,54.4,Yes
7.5,57.3,95.7,No
5.6,61.1,36.4,No
11.4,34.2,70.9,Yes
9.3,120.8,64.2,No
7.5,91.6,65.3,Yes
7.7,56.1,91.7,No
12.9,95.5,56.2,No
6,58.8,71.5,Yes
8.8,,65.2,No
14.5,76.3,57.1,No
11.2,66.1,55.4,No
4.8,58.7,69.7,nan
9.9,99.2,59.5,No
12.2,76.7,59.7,Yes
14.9,108.6,50,Yes
6.2,54.2,,No
7.2,65.5,72.4,Yes
6.5,,56.8,Yes
6.8,97.1,72.7,Yes
12,59.2,77,Yes
13,86.4,73.8,Yes
15.3,81.9,82.4,Yes
9.5,103.6,79.8,Yes
3,85,78.3,No
13.3,39.1,61.1,Yes
10.8,54.7,33.2,No
10.3,55.7,45.6,Yes
3.6,66,62.3,No
9,,71.8,Yes
4,69.7,79.7,No
12.4,75.7,55.2,Yes
-1,70.5,75.4,No
7.4,85.8,65.5,Yes
2.3,60.6,67.8,No
15.1,71.6,73.9,Yes
8.7,71.3,78.6,No
10.4,73.6,54.9,No
6.3,63.7,59.8,No
1.7,48.3,92.3,No
7.3,93.7,38.5,Yes
8.1,72.7,86.3,No
11.5,97.6,56.9,No
8.2,84.6,69.7,No
6.4,85.3,80.2,No
2.5,97.6,,No
,127,63.2,nan
6,101.1,93.6,Yes
16.6,92.7,46.7,No
10.8,80.8,,Yes
12.8,100.2,,Yes
8.8,60.1,42.8,Yes
11,86.7,55.5,No
5.5,100.5,,No
4.1,,72.6,No
10.1,73.5,67.7,No
12.9,84.1,61.6,No
0.3,68.4,75.4,No
7.5,59.6,,nan
19.2,104,91.2,Yes
12.4,66.3,66,Yes
17.7,66.1,86.9,Yes
6.8,66.6,69,nan
7.7,61.1,73.1,Yes
14.8,60.5,18,No
13.1,40.5,56.6,Yes
9.5,44,68.3,No
3.7,71.1,56.6,No
15.8,84.1,71.4,No
22.6,41.5,40.7,No
2.1,78.6,55.3,Yes
17,100.7,43,No
7.7,65.6,64.4,nan
8.3,55.2,76.9,Yes
11.3,73.8,87.6,No
4,,86.2,No
9.8,63.8,77.6,nan
1.9,94.1,69.9,Yes
12.4,84.4,43.8,nan
21.2,109.6,94.4,No
6.8,41.4,75.9,Yes
9.2,46.8,,No
9.4,66.6,67.6,No
14.9,48.2,84.5,No
12,106.5,46.9,Yes
14.6,79.7,59,No
7.5,68.4,31.4,Yes
12.2,106.1,47.1,No
-6.8,80.9,93.2,Yes
13.3,70.8,67.4,Yes
3.9,59.4,52.4,Yes
8.4,86.1,65.6,Yes
13.7,85.4,80.3,No
2.3,88.6,67.5,No
15.4,91.1,77.6,Yes
9.4,104,46.8,No
17.3,58.4,81.9,No
5.5,119.7,92.2,Yes
0.9,111,44.2,No
9.9,109.3,74.9,No
12.9,70.9,78.4,No
13.4,60.7,71.2,No
,77.1,67.2,Yes
1.9,80.7,46,No
8.4,92.1,60.7,Yes
12.6,71.7,67,Yes
12.3,93.4,102.9,No
17.9,68.1,47.1,No
8.1,76,83.2,Yes
0.8,89.5,73.5,Yes
16,77.4,37.3,Yes
11,61.5,75.9,Yes
11.4,57,60.7,No
,96.3,83.7,No
16.3,84.9,64,Yes
9.9,102.7,80.5,No
15.9,97.9,,Yes
12.8,69.4,68.5,No
6.7,95.1,69.4,Yes
8.8,82,55.1,No
13.1,72.7,61.6,No
6.5,128,59.5,Yes
14.4,121.9,80.3,No
10.8,88,62,No
11.9,58,65.6,Yes
17.2,65.4,81.7,Yes
11.8,64.2,73,No
10.4,91.3,67.6,No
9.6,82.7,50.9,No
9.3,68.8,64.2,Yes
11.6,116.3,72.9,Yes
16.8,66.4,91,Yes
6.9,112.3,30.4,Yes
6.6,98.4,59.2,Yes
16.4,87.9,56.8,No
7.2,59.4,53.4,Yes
11.1,107.1,39.2,Yes
7,114.5,78.8,No
1.6,79.7,75.6,Yes
11,100,74.5,No
15.6,,61.6,No
9.7,105.1,57.1,Yes
2.6,56,50.5,No
10.5,94.8,71.2,No
6.2,24.6,52.1,No
-3.1,51.6,75.3,No
9.6,53.8,49,No
12.6,75.3,88,No
15.9,57.3,63.5,No
18.8,57.5,58.5,Yes
13.3,71.4,57.2,No
14.7,72.4,83,Yes
3.6,51.9,71.2,Yes
18.1,48.1,95.7,Yes
16.3,58,81.3,No
8.2,,52.1,nan
13.4,127.7,63.7,Yes
12.9,104.2,67.4,No
17.4,67.9,67.9,No
9.2,83.3,85.2,Yes
6.3,75,60.1,Yes
7.6,72.1,52.3,No
14.5,77.2,74.6,Yes
0.4,80.5,72.7,Yes
-5,40.1,56.2,Yes
14.5,62.6,38,Yes
11.4,74.1,95.2,No
10.1,122.7,86.2,Yes
3.5,87.7,52.4,No
1.5,97,62.9,nan
6.8,72.8,64.6,No
11.8,103.8,74.2,No
7.1,80.7,60.8,Yes
14.5,91.5,58.8,nan
,78.5,63.2,Yes
7.4,86,51.1,No
13.5,65.5,79.3,Yes
8.1,111.6,74.3,Yes
8.4,65.4,50.2,Yes
6.8,56,70.1,No
5.9,78.2,55.4,No
11.8,112.5,67.1,Yes
12.4,61.3,35,Yes
11.1,71.4,61.4,Yes
6.9,80.1,84.6,Yes
9,48.5,49,Yes
18,47.5,59.7,nan
2.9,97.5,83.9,Yes
19.4,,90.6,No
10.5,53.8,76.5,No
9.1,68.7,88.3,Yes
14.8,63.8,82.6,Yes
-0.3,75.2,39.4,No
16.9,78.9,73.4,No
19.3,32,68.6,Yes
15.4,101.7,49.5,Yes
-0.5,150,39.4,No
13.8,,77.4,nan
18.2,92.7,63.2,No
17.7,54.3,67,Yes
3,68.7,74.4,No
15.1,50.7,90.7,No
19,89.9,55.4,No
10.1,,59.7,Yes
2.7,82.7,60.2,nan
14.1,71.2,55.1,No
,,92.8,Yes
9.3,65.9,,No
4,79.6,74.8,No
14.9,63.5,73.7,No
6.2,,63.4,No
12,52.6,30.4,Yes
17.8,60.1,97.3,No
1.7,45.7,60.6,nan
14.5,80.5,78,No
9,76,,Yes
9.1,76.9,63.2,No
12.6,67.8,97.4,No
6.1,63.2,81.8,Yes
4.1,69,54.8,No
1.1,66.5,79,Yes
16.2,78.1,83.1,nan
8.1,111.7,65.1,Yes
12.8,71.2,75.3,Yes
7.6,63.2,62.7,Yes
4.2,70,58.5,Yes
13.3,65.2,67.6,Yes
11.6,65.1,67.6,Yes
8.8,63.3,61.8,No
11.5,88.7,34.1,Yes
5.2,88.4,89,Yes
15.3,93,84.9,Yes
,97.3,53,No
13.8,67.7,61,No
8.1,43.6,50.6,nan
10.3,114.4,41.8,Yes
17.8,29.8,50,Yes
16.4,68.2,67.1,No
20,46.5,71.2,No
6.1,83.1,51.1,No
5.6,55.9,61.2,Yes
10.7,97.6,69.6,Yes
12,79.6,55.8,Yes
9.3,105.2,72.8,Yes
8.1,77,51.1,Yes
16.3,98.2,95.8,No
9.5,53.3,56.2,Yes
3.9,94.7,60.5,Yes
4.5,72.3,49.3,nan
11.2,79.8,34.6,Yes
25,93.6,71.2,No
5.1,82.7,,No
8.4,59.2,68.5,No
22,65.2,56.6,No
,53.8,83.4,No
12.3,89.3,64.6,Yes
19.4,68.1,42,Yes
5.2,66,67,No
8.5,79.1,102.6,No
7.6,70.3,62.1,Yes
,98.4,57.5,Yes
17.8,,74.4,Yes
7.1,89.5,56,No
5.6,66.7,66.1,No
7.8,,,No
14.6,85.1,49.9,Yes
10.6,50.7,77.6,Yes
6,70.1,81.8,Yes
12,71.6,53.5,nan
14.1,104.9,76.4,Yes
9.9,66.6,77.9,Yes
8.8,84.6,64.8,nan
15.1,101,87.5,Yes
9.1,56.5,,No
18,80.6,56.5,Yes
6.2,115.6,72.1,No
6.1,43.6,73,Yes
5.5,62.9,78.5,No
8.8,80.5,,No
10,82.3,79.3,Yes
3.4,78.1,70.2,Yes
10.5,85.9,,nan
12.8,100.2,65.6,Yes
2.7,76.1,51.6,Yes
7.4,,78.3,No
12.8,86.9,61.1,No
4.6,114.8,57.8,Yes
8.4,87,65.1,nan
15.4,95.8,71.3,nan
19,43.5,55.7,No
12.2,71.4,76.7,Yes
9.2,50.7,58.3,Yes
7.5,75.3,77.5,No
14.6,103.5,66,No
15.7,49.2,71.3,Yes
4.2,109.7,48.1,Yes
14.6,74.9,41.5,Yes
7,92.9,73,Yes
5.7,95.6,95.5,Yes
9.2,114.9,54.6,No
15,86.6,92.7,No
11.5,57.6,72.6,No
11.4,95.2,58.6,No
,,60.7,No
,56.9,72.6,Yes
9.4,63.4,88.4,No
13.2,32.9,73.2,No
6.7,108.7,65.3,No
13.3,101.6,71.4,Yes
14.3,84,50.4,Yes
13.5,94.6,55.8,No
13.8,82.3,70.4,Yes
12.3,92.3,68.6,Yes
15.9,100.2,64.9,No
-1.4,46.1,68.3,Yes
14.3,93.3,62.5,Yes
19.9,97.6,48.6,Yes
6.9,63.2,51.8,No
6.3,70.4,74.6,Yes
16.4,59.5,90.3,No
5.4,81.2,72,No
6.7,82.8,51.8,Yes
10.8,78.9,80.8,Yes
6,,66.1,Yes
14.4,102.4,76.3,No
6,63.4,,No
11.8,86.1,81.6,No
11.4,90.8,77.4,No
18.3,40.8,46.3,Yes
15.8,81.7,78,Yes
7.4,,67.1,No
3.7,74.7,63.6,No
14.2,93,75.1,Yes
6.7,61.4,72.4,Yes
8.3,96.1,56.6,Yes
4.7,52.3,71.8,Yes
13.4,74.6,43.2,Yes
6.8,99.7,78.6,No
9.8,98.6,71.6,Yes
9.9,49,72.7,Yes
10.9,,58.3,No
13.3,63,111.7,No
8.8,98.6,81.4,No
6.3,73.5,62.5,No
0.7,78,74.2,Yes
10.5,84.6,73.5,No
9.2,50.7,71.5,Yes
6.4,81,15.8,No
10.3,54.8,69.7,No
14.3,65.2,80.7,Yes
15.6,66.1,58,Yes
2.3,84.7,42.4,No
8.2,59.1,57.5,No
14.8,65.5,67.1,No
18,81.5,91.7,No
,102.7,68.5,No
16.9,83.8,56.8,No
3.2,97.6,81.4,Yes
15.7,,60.9,Yes
8.6,103.7,44.9,No
17.8,57.9,53.8,No
7.7,62.8,74.8,No
8.5,113.8,52.8,No
9.3,78.4,80.3,No
,60,93.1,Yes
1.2,62.8,86.4,Yes
12.6,47.3,58,Yes
14.9,75.3,47.1,Yes
13,68.3,32.4,No
3.7,88.4,59.2,Yes
12.4,109.4,34.2,No
5,49.9,70.9,No
12,86.9,88.6,No
15.7,44.3,70.5,No
,83.7,57.6,No
17.3,51.5,84.4,No
9.3,48.1,56.7,Yes
8.9,126,60,No
10.3,118,62.9,No
3.3,60.8,52.3,nan
8,113,64.5,No
8.4,74.2,81.5,Yes
8.6,47.6,65.7,No
,88,44.8,No
,94,67.3,nan
4.3,90,72,No
15.7,41.2,59.8,No
0,52.1,,Yes
13.1,93.7,83,No
8.1,,60.7,No
10.8,95.4,70.2,No
17.8,67.7,68.7,Yes
9.3,42.1,41.5,Yes
13.1,48.6,47.9,Yes
10.3,84.1,,No
9.5,85,74.9,No
8.8,106.2,90.7,No
13.5,75.4,41.5,Yes
6.3,71,43.2,Yes
4.3,111,63.8,Yes
10.4,58.2,73.9,No
11,69.3,51.1,Yes
0.9,84.5,70.4,Yes
,57.1,78,No
3.9,83.9,77.2,No
13.1,75.1,98.6,Yes
1,,55.9,Yes
19.6,66.6,29.6,Yes
8.3,62.2,54.5,nan
5.7,113.4,80.1,Yes
8.6,92,82,Yes
12.8,96.7,40.6,No
14.5,91.7,87.3,No
8.6,61.5,41.2,Yes
2.8,55.8,59.7,Yes
3.9,56,73,Yes
11.4,63.5,59.2,No
14.9,99,72.8,No
15.6,,58.6,No
10.8,93.8,67.6,No
14.8,91.5,45.4,No
19.6,107,88.8,No
16,91,62.8,No
14.6,79.3,60.3,No
6,49,72.4,No
14.8,113.8,45.3,No
12.3,96.3,62.2,Yes
13.3,83.5,46.7,No
16.3,79.3,53.5,No
11.8,39.4,64,No
9.5,83.4,72.3,Yes
4.7,64.4,57.3,Yes
8.5,42.2,60.5,No
11.1,65.3,76,Yes
11.4,,60.8,Yes
11.2,82.5,54,Yes
14.8,51.4,71.4,Yes
14.3,47.8,65.3,Yes
9.7,68.9,63.4,Yes
5.8,86.4,82.4,No
11.9,59.1,58.4,Yes
,66.1,75.1,Yes
11.6,78.8,31.6,No
,58.6,60.5,No
12.7,34.9,65.8,Yes
13,81.2,62.7,No
12.9,40.1,54,No
16.9,81.6,,Yes
11.9,70.6,56,Yes
16.6,70.4,57.2,Yes
11.2,52.9,67.9,No
17.6,,80,Yes
16,57.4,48.6,Yes
14.6,,69.7,Yes
13.9,58.9,56.1,Yes
21.5,95.8,75.2,Yes
15.4,63.7,79.9,Yes
5.8,79.9,75,Yes
11.2,75.2,72.9,No
8.7,71.7,31.7,Yes
20.3,71.1,57.5,No
16.3,79.9,78.4,nan
20.2,102.5,92.1,No
6.2,52.4,78.2,No
15.5,39.6,73.7,Yes
3.2,58.4,66.4,Yes
2,77.6,58.3,Yes
8,69.1,87.7,No
17.6,105.8,72.9,nan
5,103.4,62,No
,65.9,69.5,Yes
15.9,105.9,,No
14.2,83.4,71.3,No
21.1,60.4,76.3,No
10,72.6,46.9,No
7.8,,47.1,Yes
4.5,60.3,82.9,No
8.2,62.3,53.9,No
4.5,84,61.7,No
1,67,71.1,Yes
19.8,69.3,65.3,Yes
10.2,70.9,67.2,No
23,71.6,56.2,No
5.8,93.4,90.2,No
7.9,58.5,75.6,No
6.1,79.6,65.6,No
6.8,44.7,,No
14.4,64.6,55.7,Yes
12.8,48.9,72.6,Yes
14.4,,67.9,Yes
16.7,77.7,70.7,Yes
15.5,66.5,69.5,Yes
5,40.3,106.5,Yes
7.4,48.2,70.8,No
10.6,92,72,No
28.6,82.1,52.1,No
13.9,46.2,58.7,Yes
10.5,,72.5,Yes
13.4,112,60.7,Yes
7,102.1,74.9,No
11.3,80.9,62.3,No
14.8,,55.3,No
9.9,71.6,39.9,Yes
6.2,49.9,84.6,No
9.6,92.2,200,Yes
8.4,71.1,61.7,Yes
3.2,89.6,,No
,66.9,56.1,No
3,82.3,89.8,Yes
3.8,65.4,71.5,No
4.3,76.4,83,Yes
14.8,90.9,78.9,No
17.4,64.3,76.9,Yes
2.3,115.4,57.9,No
17.9,63.4,49.1,Yes
4.4,77.7,79.6,Yes
13.7,102.6,41.8,No
11.3,104,45.7,No
,84.3,61.3,Yes
4.2,80.4,61,No
0.9,76.4,46.6,Yes
6,102.1,62.2,No
12.1,,63.4,No
19.8,96.8,59.4,No
4.9,107.7,67.7,Yes
9.5,84.2,30,Yes
6.3,66.9,78.2,Yes
9.9,82,91.6,No
,76.1,62.3,No
17.5,71.2,66.2,Yes
10.1,66.9,60.4,Yes
14.6,,72.6,No
8.8,87.8,77.6,No
11,61.1,47.9,Yes
15.6,81.3,57.8,Yes
10.7,107.5,51.7,Yes
10.8,60.1,85.7,Yes
6,102.4,64.9,No
7.3,57.5,60.5,No
4.9,82.2,74.8,No
6.3,39.4,59.3,Yes
16.3,87.8,55.4,Yes
19,70.6,41.4,No
3.8,40.1,84.1,No
12,65.6,71,No
8.4,110.3,58.1,Yes
17,86.4,99.3,No
10.7,77.3,73.8,Yes
10,85.6,54.1,No
6.3,95.2,93.7,No
2.3,105.5,62.6,No
13.8,69.2,59.7,Yes
11.8,86.9,64.4,No
11.9,84.5,,No
7,77.1,59,Yes
9.3,71.3,92.1,No
14,107.1,61.3,Yes
14.9,80.3,59.3,Yes
4.1,50.7,48.5,nan
6.8,16.9,66.8,Yes
3.1,,35.1,No
11,66.4,49.7,Yes
14.4,72,70.3,No
8.6,83.2,67.3,No
6.7,124.2,69.2,Yes
8.3,102.1,63.7,Yes
21.5,70.5,54.3,Yes
16,89.6,18.6,Yes
13.7,63,65.7,No
11.6,90.5,37,No
9.9,58.5,46.7,Yes
5.5,78.7,70.3,Yes
4.7,79.3,71.5,nan
,54,73.3,nan
5.2,63.2,55.8,No
7,31.5,60.5,Yes
9.5,67.4,66.8,No
9.9,97.3,66.4,Yes
6.9,115,65.1,No
12.5,104.8,49.8,Yes
9.1,67.3,56.2,Yes
11.1,74.9,70.5,No
6.3,73.6,74.8,nan
13.5,70.8,68.5,No
7.3,94.5,68.6,Yes
18,64,95.6,Yes
8.9,104,85.7,Yes
9.5,77.8,58.3,No
,51.7,94,Yes
14.1,73.1,77.9,Yes
14.6,84.6,90.2,Yes
18.9,94.5,,Yes
13.3,90.1,54.5,No
9.7,68.7,74.4,Yes
7.4,64.6,58.7,Yes
9.3,109.6,77.4,Yes
17.4,75.5,42.8,Yes
3.1,52.3,70.6,No
5.9,63.3,70.9,Yes
8.9,35.8,81.9,No
5.8,42.4,79.4,Yes
8,64.4,58.9,No
19,59.1,56.8,Yes
8.5,61.3,55.3,Yes
12.1,90.4,61.1,Yes
1.7,92.5,,Yes
4.5,51.7,79.5,Yes
14.7,112.8,36.3,Yes
18.3,77,42.9,No
11.1,75.2,43.9,No
,59.2,63.2,No
12.5,69,73.8,No
-3,115.6,70.3,Yes
11.1,53.4,50.5,Yes
4.8,80.3,79.1,No
14,,81.9,Yes
-1,38.8,76.4,No
6.9,44.3,58,Yes
9.8,87.2,64.8,No
6.2,40.5,80.1,Yes
8.1,50.3,64.4,No
14.5,91.4,67.1,No
,89,70.8,Yes
5.3,76.2,62.2,Yes
14.7,51.4,57.7,Yes
11.3,51.4,71.3,Yes
,48.5,,Yes
5.5,72.3,46.3,nan
-2.7,87.8,64.5,Yes
5.5,66.5,51.4,No
5,92.7,64.5,No
6.9,107.2,84.7,No
5.8,82.8,73.1,No
10.6,49.9,62.5,Yes
14.4,,96.1,Yes
15.4,102.1,39.7,nan
14.2,62.4,56.8,No
5.5,61.8,67.3,No
10.3,97.8,50.1,Yes
17.8,46.3,43.5,Yes
2.1,79,80.3,No
16.7,62.6,89,No
5,66.3,55.8,Yes
11.5,109.1,99.2,Yes
12.1,65.4,29,No
10.9,77.4,66.7,Yes
21.1,95.6,,No
8.5,49.4,64.6,No
1.8,91.7,66.1,No
11.8,66,63.5,No
9.1,49.4,45.9,Yes
12.8,65.2,66.9,nan
14.4,76.2,65.1,No
9.8,79.8,68.3,Yes
12.2,60,43.1,No
10.7,,85.5,Yes
19,47.1,54.5,No
8.1,60.8,70.4,No
6.6,47.8,72.7,No
14.4,73.4,73,Yes
5.4,58.2,48.6,No
12,116.5,35.4,No
9.2,82.7,90.5,Yes
9.5,42.5,82.2,No
22.2,60.1,90.3,No
16.2,89,65.4,No
15.1,79.9,77.7,Yes
12.7,43.6,50.6,No
6.5,,70.2,No
11.3,87.9,65.2,nan
12.9,82.4,69.3,No
11,86.5,,No
,69.4,,nan
8,57.9,50.9,Yes
,49.5,58.8,Yes
7.4,94,65.6,Yes
13.5,113.9,76.7,No
-0.1,80.5,73.1,Yes
16.8,93.7,84.4,Yes
3.4,59,,Yes
4.7,74.6,75.6,Yes
12,73.7,68.7,Yes
12.7,82.7,47.8,Yes
,76.6,41.8,No
11.5,130.5,43.2,Yes
9.8,91,49.5,Yes
11,101,74.4,Yes
18,80.4,44,Yes
22.1,32.5,85.6,Yes
,84,65.3,No
12.7,96.9,47.6,No
9.6,102.9,88.5,nan
9.5,73.7,84.5,Yes
19.4,46.3,79.2,No
5.4,69.2,66.5,No
-1.7,46,74.2,Yes
11.6,100.7,38.5,No
16,84.1,55.1,Yes
11.1,64.8,56,Yes
12.5,89.8,38.4,No
13.8,104.4,62.8,Yes
10.6,90.7,69.2,Yes
12.8,115,51.6,Yes
12.7,57.3,61.7,nan
0.2,94.5,57.2,No
10.6,45.8,,No
2.1,112.9,73.4,No
9.8,89.6,79.3,Yes
7.5,67.5,77.2,Yes
15.2,51.9,64.9,Yes
11.2,64.2,50.5,No
12.4,69.8,,No
9,79.3,77.2,No
15.3,74.7,70.3,Yes
2,,47.8,Yes
5.5,98.1,66.9,Yes
16.4,41,64.5,Yes
7.8,86.5,59.8,No
-0.7,,,No
,74.9,52.4,Yes
15.4,87.6,79.3,Yes
13.6,61.6,68.7,No
10.5,,80.6,Yes
18.3,69.2,44.4,No
16.3,64.5,66,Yes
17.7,,91.4,Yes
13.5,89.4,55.2,nan
10.6,77.2,80.8,Yes
8,75.6,67.2,Yes
3.7,79.6,81.2,No
12.5,68.4,57.6,Yes
12.9,93.1,85,Yes
,86.3,73.4,Yes
13.1,75.1,50.7,No
8.3,52.3,77.7,nan
14.3,101.2,82.1,nan
5.6,88.3,84.3,Yes
4.7,86.3,45.7,No
8.8,109,68.1,No
14.1,88.9,98.6,No
4.2,74,70.2,Yes
15.2,64.8,35.5,Yes
1.8,64,74.1,Yes
8.8,80.5,79.3,No
2.9,94.3,85.8,No
-3,94.6,55.9,No
11.8,47.4,45.1,Yes
9.1,150,82.7,Yes
3,69.1,63.6,Yes
7.4,,61.7,Yes
12.2,82.3,51.8,No
8.2,90.8,69.2,No
9,50.3,55.4,No
8,79.3,40.6,Yes
7.1,42.6,54.2,No
7,90.8,54.6,No
6.9,52.8,39.9,No
6.2,78.8,61.6,Yes
4.9,67.7,48.4,Yes
8.1,63.6,,No
6.8,35,71.8,Yes
4.6,47,74,No
13.8,73.5,41.8,Yes
16.2,56.4,79.2,No
10,68.6,90.5,No
10.3,59.3,72.5,No
6.5,69.4,89.2,Yes
15.3,51,71.3,No
18.7,65.5,64.3,No
9.2,69.6,57.5,No
7.4,75.6,75.6,Yes
,38.5,45.3,No
10.6,76,74.4,No
7.5,52.8,89.4,Yes
12.4,47.7,72.5,No
14.7,99.6,36.8,Yes
6.1,89.6,60.1,Yes
22.7,86,78.3,Yes
,70.6,59.1,No
5.7,63.4,75.2,No
11.2,104.7,43.6,nan
21.2,77.7,35.1,nan
7.2,57,65.3,No
4.7,55.1,32.4,No
12.7,81.2,83.2,Yes
8.8,68,53.6,No
13.3,95.7,70.2,No
9.6,76.4,84,No
5.7,51,65.6,Yes
21.7,112.2,52.4,No
-4.8,54.6,54.7,Yes
19.1,50.6,,Yes
14.7,73.3,51.8,Yes
6.3,84.3,62.6,No
19.4,57,65.9,Yes
3.1,,59,nan
15,65.1,34.4,Yes
-0.4,123.9,69.1,Yes
4.3,81.7,73.3,No
4.3,53.3,51,Yes
6.2,60.9,69.8,No
10.1,84.9,57.5,Yes
5.9,58.8,38.8,Yes
-0.2,73.5,56.5,Yes
12.3,114.4,38.2,No
10.2,87.8,67.8,No
12,86.9,76,No
10.9,114.7,107.4,No
,59.8,85.7,Yes
9.6,74.7,83.2,Yes
15.1,68.9,38.6,No
6.1,62.5,69.5,Yes
6.4,69.9,72,No
16.9,65.9,57.3,No
16.8,61.8,42.8,No
12.9,69.1,,No
5.6,61.9,37.4,No
5.2,,59.9,No
16.6,55.9,73.1,Yes
16.4,95.3,69.8,No
9.7,89.5,69.2,No
21.7,83.9,61.9,Yes
12.3,65.8,53.9,Yes
4.5,75.9,57.3,No
8.6,72.5,24.9,No
10,75.5,48.2,No
10.4,48.2,76.8,No
16.3,77.1,63.9,No
